=== run "FINAL_lp_240x30" ===
              a: 8
              b: 1
              t: 1
              E: 10000000
             nu: 0.3000
           rhom: 1
           nelx: 240
           nely: 30
             bc: 'a'
        support: 'mid'
          axial: 'both'
       elemType: 'Q4'
       massType: 'consistent'
              p: 3
     massInterp: '4'
         rhomin: 1.0000e-03
           rho0: 0.5000
        volfrac: 0.5000
              n: 1
           Nmax: 4
         rminEl: 3
       rminPhys: 0.0600
        tolMult: 0.0500
           move: 0.0050
        offDiag: 0
    innerSolver: 'lp'
     filterMode: 'diag'
       maxInner: 300
       tolInner: 0.0100
       minInner: 5
       maxOuter: 1600
       tolOuter: 1.0000e-03
         solver: 'eigs'
        threads: 1
        verbose: 1
           name: 'FINAL_lp_240x30'

  it    omega1    omega2    omega3    N sqrt(beta)  inner  cumIn  maxdrho       vol    conv
1423    167.78    171.36    251.39    2    167.80      1   1423   0.0050     0.500     yes
1424    167.79    171.36    251.52    2    167.81      1   1424   0.0050     0.500     yes
1425    167.78    171.31    251.48    2    167.81      1   1425   0.0050     0.500     yes
1426    167.79    171.31    251.60    2    167.81      1   1426   0.0050     0.500     yes
1427    167.78    171.28    251.54    2    167.80      1   1427   0.0050     0.500     yes
1428    167.79    171.29    251.69    2    167.81      1   1428   0.0050     0.500     yes
1429    167.78    171.24    251.57    2    167.80      1   1429   0.0050     0.500     yes
1430    167.79    171.25    251.64    2    167.81      1   1430   0.0050     0.500     yes
1431    167.78    171.21    251.62    2    167.81      1   1431   0.0050     0.500     yes
1432    167.79    171.23    251.73    2    167.81      1   1432   0.0050     0.500     yes
1433    167.78    171.19    251.67    2    167.81      1   1433   0.0050     0.500     yes
1434    167.79    171.21    251.80    2    167.81      1   1434   0.0050     0.500     yes
1435    167.79    171.17    251.56    2    167.83      1   1435   0.0050     0.500     yes
1436    167.80    171.18    251.76    2    167.82      1   1436   0.0050     0.500     yes
1437    167.78    171.13    251.66    2    167.82      1   1437   0.0050     0.500     yes
1438    167.80    171.16    251.81    2    167.82      1   1438   0.0050     0.500     yes
1439    167.78    171.11    251.77    2    167.82      1   1439   0.0050     0.500     yes
1440    167.80    171.13    251.91    2    167.82      1   1440   0.0050     0.500     yes
1441    167.78    171.07    251.83    2    167.82      1   1441   0.0050     0.500     yes
1442    167.80    171.11    251.90    2    167.83      1   1442   0.0050     0.500     yes
1443    167.78    171.05    251.76    2    167.82      1   1443   0.0050     0.500     yes
1444    167.80    171.09    251.95    2    167.83      1   1444   0.0050     0.500     yes
1445    167.79    171.05    251.88    2    167.82      1   1445   0.0050     0.500     yes
1446    167.80    171.07    251.97    2    167.82      1   1446   0.0050     0.500     yes
1447    167.79    171.04    251.90    2    167.82      1   1447   0.0050     0.500     yes
1448    167.80    171.08    251.98    2    167.83      1   1448   0.0050     0.500     yes
1449    167.78    171.04    251.93    2    167.82      1   1449   0.0050     0.500     yes
1450    167.80    171.08    252.04    2    167.83      1   1450   0.0050     0.500     yes
1451    167.78    171.02    251.84    2    167.82      1   1451   0.0050     0.500     yes
1452    167.81    171.09    252.05    2    167.84      1   1452   0.0050     0.500     yes
1453    167.79    171.04    251.90    2    167.83      1   1453   0.0050     0.500     yes
1454    167.81    171.10    252.07    2    167.84      1   1454   0.0050     0.500     yes
1455    167.79    171.05    251.92    2    167.83      1   1455   0.0050     0.500     yes
1456    167.83    171.14    252.08    2    167.85      1   1456   0.0050     0.500     yes
1457    167.81    171.10    251.97    2    167.84      1   1457   0.0050     0.500     yes
1458    167.83    171.16    252.12    2    167.85      1   1458   0.0050     0.500     yes
1459    167.81    171.14    252.03    2    167.84      1   1459   0.0050     0.500     yes
1460    167.83    171.19    252.22    2    167.85      1   1460   0.0050     0.500     yes
1461    167.81    171.17    252.06    2    167.84      1   1461   0.0050     0.500     yes
1462    167.83    171.22    252.34    2    167.85      1   1462   0.0050     0.500     yes
1463    167.82    171.21    252.11    2    167.84      1   1463   0.0050     0.500     yes
1464    167.83    171.27    252.32    2    167.85      1   1464   0.0050     0.500     yes
1465    167.82    171.27    252.17    2    167.84      1   1465   0.0050     0.500     yes
1466    167.83    171.30    252.42    2    167.85      1   1466   0.0050     0.500     yes
1467    167.82    171.28    235.52    2    167.85      1   1467   0.0050     0.500     yes
1468    167.83    171.33    252.55    2    167.85      1   1468   0.0050     0.500     yes
1469    167.83    171.32    241.44    2    167.84      1   1469   0.0050     0.500     yes
1470    167.83    171.35    252.60    2    167.84      1   1470   0.0050     0.500     yes
1471    167.83    171.41    252.38    2    167.85      1   1471   0.0050     0.500     yes
1472    167.83    171.39    252.53    2    167.84      1   1472   0.0050     0.500     yes
1473    167.84    171.45    252.56    2    167.85      1   1473   0.0050     0.500     yes
1474    167.83    171.43    252.60    2    167.86      1   1474   0.0050     0.500     yes
1475    167.84    171.48    252.62    2    167.86      1   1475   0.0050     0.500     yes
1476    167.83    171.43    252.55    2    167.86      1   1476   0.0050     0.500     yes
1477    167.84    171.49    252.64    2    167.86      1   1477   0.0050     0.500     yes
1478    167.84    171.44    252.64    2    167.87      1   1478   0.0050     0.500     yes
1479    167.85    171.50    252.73    2    167.87      1   1479   0.0050     0.500     yes
1480    167.84    171.44    252.69    2    167.87      1   1480   0.0050     0.500     yes
1481    167.86    171.51    252.76    2    167.88      1   1481   0.0050     0.500     yes
1482    167.85    171.45    252.77    2    167.87      1   1482   0.0050     0.500     yes
1483    167.86    171.52    252.85    2    167.88      1   1483   0.0050     0.500     yes
1484    167.85    171.47    247.45    2    167.89      1   1484   0.0050     0.500     yes
1485    167.86    171.53    252.92    2    167.89      1   1485   0.0050     0.500     yes
1486    167.86    171.48    252.85    2    167.89      1   1486   0.0050     0.500     yes
1487    167.87    171.54    252.95    2    167.89      1   1487   0.0050     0.500     yes
1488    167.86    171.51    252.93    2    167.90      1   1488   0.0050     0.500     yes
1489    167.87    171.55    252.99    2    167.89      1   1489   0.0050     0.500     yes
1490    167.87    171.52    252.99    2    167.90      1   1490   0.0050     0.500     yes
1491    167.87    171.57    253.10    2    167.89      1   1491   0.0050     0.500     yes
1492    167.87    171.54    253.03    2    167.91      1   1492   0.0050     0.500     yes
1493    167.88    171.59    253.14    2    167.90      1   1493   0.0050     0.500     yes
1494    167.87    171.55    253.12    2    167.91      1   1494   0.0050     0.500     yes
1495    167.88    171.59    253.23    2    167.90      1   1495   0.0050     0.500     yes
1496    167.87    171.56    253.16    2    167.92      1   1496   0.0050     0.500     yes
1497    167.88    171.60    253.28    2    167.91      1   1497   0.0050     0.500     yes
1498    167.87    171.57    253.19    2    167.92      1   1498   0.0050     0.500     yes
1499    167.89    171.63    253.37    2    167.92      1   1499   0.0050     0.500     yes
1500    167.88    171.59    253.39    2    167.93      1   1500   0.0050     0.500     yes
1501    167.89    171.63    253.53    2    167.91      1   1501   0.0050     0.500     yes
1502    167.88    171.60    253.47    2    167.93      1   1502   0.0050     0.500     yes
1503    167.89    171.65    253.63    2    167.92      1   1503   0.0050     0.500     yes
1504    167.88    171.61    253.60    2    167.93      1   1504   0.0050     0.500     yes
1505    167.89    171.67    253.72    2    167.91      1   1505   0.0050     0.500     yes
1506    167.88    171.64    253.62    2    167.94      1   1506   0.0050     0.500     yes
1507    167.88    171.68    253.79    2    167.91      1   1507   0.0050     0.500     yes
1508    167.88    171.62    253.68    2    167.94      1   1508   0.0050     0.500     yes
1509    167.88    171.67    253.84    2    167.91      1   1509   0.0050     0.500     yes
1510    167.88    171.63    253.80    2    167.94      1   1510   0.0050     0.500     yes
1511    167.88    171.68    253.92    2    167.91      1   1511   0.0050     0.500     yes
1512    167.88    171.64    253.83    2    167.95      1   1512   0.0050     0.500     yes
1513    167.88    171.68    254.00    2    167.91      1   1513   0.0050     0.500     yes
1514    167.89    171.66    253.96    2    167.96      1   1514   0.0050     0.500     yes
1515    167.89    171.69    254.11    2    167.92      1   1515   0.0050     0.500     yes
1516    167.88    171.65    254.03    2    167.95      1   1516   0.0050     0.500     yes
1517    167.89    171.69    254.18    2    167.91      1   1517   0.0050     0.500     yes
1518    167.88    171.66    254.03    2    167.96      1   1518   0.0050     0.500     yes
1519    167.89    171.71    254.31    2    167.91      1   1519   0.0050     0.500     yes
1520    167.89    171.68    254.22    2    167.95      1   1520   0.0050     0.500     yes
1521    167.89    171.71    254.41    2    167.91      1   1521   0.0050     0.500     yes
1522    167.89    171.68    254.35    2    167.95      1   1522   0.0050     0.500     yes
1523    167.89    171.72    254.53    2    167.91      1   1523   0.0050     0.500     yes
1524    167.88    171.71    254.50    2    167.94      1   1524   0.0050     0.500     yes
1525    167.88    171.75    254.62    2    167.91      1   1525   0.0050     0.500     yes
1526    167.88    171.72    254.46    2    167.94      1   1526   0.0050     0.500     yes
1527    167.88    171.76    254.71    2    167.90      1   1527   0.0050     0.500     yes
1528    167.88    171.73    254.60    2    167.94      1   1528   0.0050     0.500     yes
1529    167.88    171.76    254.79    2    167.91      1   1529   0.0050     0.500     yes
1530    167.88    171.74    254.70    2    167.94      1   1530   0.0050     0.500     yes
1531    167.88    171.77    254.94    2    167.91      1   1531   0.0050     0.500     yes
1532    167.88    171.74    254.77    2    167.93      1   1532   0.0050     0.500     yes
1533    167.88    171.78    255.05    2    167.90      1   1533   0.0050     0.500     yes
1534    167.87    171.79    254.85    2    167.91      1   1534   0.0050     0.500     yes
1535    167.88    171.82    254.95    2    167.90      1   1535   0.0050     0.500     yes
1536    167.87    171.82    255.01    2    167.90      1   1536   0.0050     0.500     yes
1537    167.89    171.87    255.14    2    167.91      1   1537   0.0050     0.500     yes
1538    167.87    171.89    255.19    2    167.89      1   1538   0.0050     0.500     yes
1539    167.88    171.92    255.19    2    167.89      1   1539   0.0050     0.500     yes
1540    167.87    171.94    255.27    2    167.89      1   1540   0.0050     0.500     yes
1541    167.88    171.97    255.19    2    167.89      1   1541   0.0050     0.500     yes
1542    167.87    171.98    255.37    2    167.88      1   1542   0.0050     0.500     yes
1543    167.87    172.01    255.26    2    167.89      1   1543   0.0050     0.500     yes
1544    167.86    172.02    255.47    2    167.87      1   1544   0.0050     0.500     yes
1545    167.87    172.07    255.30    2    167.88      1   1545   0.0050     0.500     yes
1546    167.85    172.07    255.52    2    167.86      1   1546   0.0050     0.500     yes
1547    167.87    172.10    255.41    2    167.88      1   1547   0.0050     0.500     yes
1548    167.85    172.10    255.58    2    167.87      1   1548   0.0050     0.500     yes
1549    167.87    172.13    255.47    2    167.88      1   1549   0.0050     0.500     yes
1550    167.86    172.13    255.69    2    167.87      1   1550   0.0050     0.500     yes
1551    167.86    172.12    255.58    2    167.87      1   1551   0.0050     0.500     yes
1552    167.86    172.15    255.87    2    167.88      1   1552   0.0050     0.500     yes
1553    167.87    172.16    255.65    2    167.88      1   1553   0.0050     0.500     yes
1554    167.87    172.17    255.88    2    167.88      1   1554   0.0050     0.500     yes
1555    167.86    172.19    255.66    2    167.87      1   1555   0.0050     0.500     yes
1556    167.87    172.21    255.82    2    167.88      1   1556   0.0050     0.500     yes
1557    167.86    172.22    255.77    2    167.87      1   1557   0.0050     0.500     yes
1558    167.87    172.23    255.95    2    167.89      1   1558   0.0050     0.500     yes
1559    167.86    172.24    255.91    2    167.88      1   1559   0.0050     0.500     yes
1560    167.88    172.27    255.97    2    167.89      1   1560   0.0050     0.500     yes
1561    167.86    172.28    255.97    2    167.88      1   1561   0.0050     0.500     yes
1562    167.88    172.29    256.10    2    167.89      1   1562   0.0050     0.500     yes
1563    167.87    172.30    256.08    2    167.88      1   1563   0.0050     0.500     yes
1564    167.87    172.32    256.20    2    167.88      1   1564   0.0050     0.500     yes
1565    167.86    172.33    256.16    2    167.88      1   1565   0.0050     0.500     yes
1566    167.87    172.35    256.20    2    167.88      1   1566   0.0050     0.500     yes
1567    167.87    172.36    256.24    2    167.88      1   1567   0.0050     0.500     yes
1568    167.87    172.38    256.35    2    167.88      1   1568   0.0050     0.500     yes
1569    167.86    172.39    256.20    2    167.88      1   1569   0.0050     0.500     yes
1570    167.87    172.42    256.47    2    167.88      1   1570   0.0050     0.500     yes
1571    167.86    172.43    256.39    2    167.87      1   1571   0.0050     0.500     yes
1572    167.86    172.43    256.60    2    167.87      1   1572   0.0050     0.500     yes
1573    167.86    172.43    256.47    2    167.87      1   1573   0.0050     0.500     yes
1574    167.86    172.46    256.57    2    167.88      1   1574   0.0050     0.500     yes
1575    167.86    172.47    256.58    2    167.87      1   1575   0.0050     0.500     yes
1576    167.87    172.49    256.70    2    167.88      1   1576   0.0050     0.500     yes
1577    167.87    172.51    256.71    2    167.88      1   1577   0.0050     0.500     yes
1578    167.87    172.52    256.76    2    167.88      1   1578   0.0050     0.500     yes
1579    167.87    172.54    256.79    2    167.89      1   1579   0.0050     0.500     yes
1580    167.87    172.56    256.83    2    167.89      1   1580   0.0050     0.500     yes
1581    167.87    172.55    256.89    2    167.88      1   1581   0.0050     0.500     yes
1582    167.87    172.57    256.84    2    167.89      1   1582   0.0050     0.500     yes
1583    167.87    172.58    256.87    2    167.88      1   1583   0.0050     0.500     yes
1584    167.87    172.60    256.91    2    167.89      1   1584   0.0050     0.500     yes
1585    167.87    172.60    256.93    2    167.88      1   1585   0.0050     0.500     yes
1586    167.87    172.61    256.90    2    167.89      1   1586   0.0050     0.500     yes
1587    167.87    172.63    257.05    2    167.88      1   1587   0.0050     0.500     yes
1588    167.87    172.64    256.96    2    167.89      1   1588   0.0050     0.500     yes
1589    167.86    172.65    257.01    2    167.88      1   1589   0.0050     0.500     yes
1590    167.87    172.65    257.05    2    167.88      1   1590   0.0050     0.500     yes
1591    167.87    172.68    257.14    2    167.88      1   1591   0.0050     0.500     yes
1592    167.87    172.68    257.10    2    167.88      1   1592   0.0050     0.500     yes
1593    167.87    172.70    257.21    2    167.88      1   1593   0.0050     0.500     yes
1594    167.87    172.70    257.10    2    167.88      1   1594   0.0050     0.500     yes
1595    167.87    172.73    257.26    2    167.89      1   1595   0.0050     0.500     yes
1596    167.87    172.73    257.08    2    167.89      1   1596   0.0050     0.500     yes
1597    167.87    172.75    257.28    2    167.88      1   1597   0.0050     0.500     yes
1598    167.87    172.73    257.19    2    167.88      1   1598   0.0050     0.500     yes
1599    167.87    172.75    257.29    2    167.88      1   1599   0.0050     0.500     yes
1600    167.88    172.75    257.19    2    167.89      1   1600   0.0050     0.500     yes

--- FINAL_lp_240x30: outer=1600  wallclock=175.9 s ---
final omega: 167.87 172.77 257.32 514.28 
mode split Ex: 0.01 0.03 0.02 0.02 
LOG: iter 313: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 318: omega_J (J=2) is itself multiple -- (25b) undefined
LOG: iter 324: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 325: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 335: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 337: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 338: omega_J (J=2) is itself multiple -- (25b) undefined
LOG: iter 340: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 342: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 498: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 500: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 502: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 504: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 518: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 732: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 738: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 740: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 1469: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 1471: omega_J (J=3) is itself multiple -- (25b) undefined
LOG: iter 1484: omega_J (J=3) is itself multiple -- (25b) undefined
mean t/iter: eig 0.08s  grad 0.00s  inner 0.03s
