k,max_abs_density_error,mean_abs_density_error,rms_density_error,max_relative_density_error,n_changed,n_single_equal_single_0p1,n_cross_rho_eff_0p1
2567,2.97041665708875e-08,3.13987636670077e-09,7.13904813644989e-09,5.52250113521295e-08,771,8,8
2568,2.9723208450072e-08,3.0611847443545e-09,7.06481789753182e-09,5.5670867229136e-08,766,0,0
2569,2.97041665708875e-08,3.14665702190483e-09,7.15773675893361e-09,5.52250113521295e-08,771,8,8
2570,2.9723208450072e-08,3.08020214835414e-09,7.10749361133028e-09,5.5670867229136e-08,766,0,0
2571,2.97041665708875e-08,3.16172101950694e-09,7.18924101714551e-09,5.52250113521295e-08,771,8,8
2572,2.9723208450072e-08,3.06716431753431e-09,7.07737475930615e-09,5.5670867229136e-08,765,0,0
2573,2.97041665708875e-08,3.15495992026338e-09,7.16240388843769e-09,5.52250113521295e-08,771,8,8
2574,2.9723208450072e-08,3.066554616382e-09,7.08603474941428e-09,5.5670867229136e-08,766,0,0
2575,2.97041665708875e-08,3.16395495081161e-09,7.18129152783462e-09,5.52250113521295e-08,771,8,8
2576,2.9723208450072e-08,3.0428539493126e-09,7.04582946366972e-09,5.5670867229136e-08,766,0,0
2577,2.97041665708875e-08,3.14970600854391e-09,7.16248349436245e-09,5.52250113521295e-08,771,8,8
2578,2.9723208450072e-08,3.04243879581134e-09,7.03268794065809e-09,5.5670867229136e-08,766,0,0
2579,2.97041665708875e-08,3.12061429572847e-09,7.11759839987921e-09,5.52250113521295e-08,771,8,8
2580,2.9723208450072e-08,3.02406534625623e-09,7.00380033002567e-09,5.5670867229136e-08,766,0,0
2581,2.97041665708875e-08,3.11718778934594e-09,7.11193146404617e-09,5.52250113521295e-08,771,8,8
2582,2.9723208450072e-08,3.02860185612148e-09,7.01440586277273e-09,5.5670867229136e-08,766,0,0
2583,2.97041665708875e-08,3.12053315792746e-09,7.1118911268194e-09,5.52250113521295e-08,771,8,8
2584,2.9723208450072e-08,3.05762009576463e-09,7.0666917724697e-09,5.5670867229136e-08,766,0,0
2585,2.97041665708875e-08,3.14423108288544e-09,7.16413399436946e-09,5.52250113521295e-08,771,8,8
2586,2.9723208450072e-08,3.04180275202812e-09,7.05296465748031e-09,5.5670867229136e-08,766,0,0
2587,2.97041665708875e-08,3.13565932571389e-09,7.1432093075337e-09,5.52250113521295e-08,771,8,8
2588,2.9723208450072e-08,3.05446000053377e-09,7.06980081692336e-09,5.5670867229136e-08,766,0,0
2589,2.97041665708875e-08,3.12004373690265e-09,7.11620224234742e-09,5.52250113521295e-08,771,8,8
2590,2.9723208450072e-08,3.03189042761873e-09,7.0293417910013e-09,5.5670867229136e-08,765,0,0
2591,2.97041665708875e-08,3.14338218152505e-09,7.1618812141028e-09,5.52250113521295e-08,771,8,8
2592,2.9723208450072e-08,3.06253919247162e-09,7.08713690112247e-09,5.5670867229136e-08,766,0,0
2593,2.97041665708875e-08,3.12618133814442e-09,7.12064132735048e-09,5.52250113521295e-08,771,8,8
2594,2.9723208450072e-08,3.04129957178807e-09,7.04331078341438e-09,5.5670867229136e-08,766,0,0
2595,2.97041665708875e-08,3.14069363439149e-09,7.15885447543506e-09,5.52250113521295e-08,771,8,8
2596,2.9723208450072e-08,3.04691385746439e-09,7.05201495026474e-09,5.5670867229136e-08,766,0,0
2597,2.97041665708875e-08,3.12551608975916e-09,7.11578707783113e-09,5.52250113521295e-08,771,8,8
2598,2.9723208450072e-08,3.02510510108594e-09,7.00012238675139e-09,5.5670867229136e-08,766,0,0
2599,2.97041665708875e-08,3.12970687175755e-09,7.11716069822579e-09,5.52250113521295e-08,771,8,8
2600,2.9723208450072e-08,3.04604621332562e-09,7.0317060010533e-09,5.5670867229136e-08,766,0,0
2601,2.97041665708875e-08,3.13418559088907e-09,7.13493316070395e-09,5.52250113521295e-08,771,8,8
2602,2.9723208450072e-08,3.04221895667429e-09,7.02852314203735e-09,5.5670867229136e-08,766,0,0
2603,2.97041665708875e-08,3.15998937282694e-09,7.17268590286754e-09,5.52250113521295e-08,771,8,8
2604,2.9723208450072e-08,3.05484490212757e-09,7.04957968963988e-09,5.5670867229136e-08,766,0,0
2605,2.97041665708875e-08,3.17409214451365e-09,7.21896611026782e-09,5.52250113521295e-08,771,8,8
2606,2.9723208450072e-08,3.03681911072538e-09,7.00823203447286e-09,5.5670867229136e-08,766,0,0
2607,2.97041665708875e-08,3.1201050254149e-09,7.10718298506225e-09,5.52250113521295e-08,771,8,8
2608,2.9723208450072e-08,3.03223549374694e-09,7.00935566056528e-09,5.5670867229136e-08,766,0,0
2609,2.97041665708875e-08,3.10242483309743e-09,7.08391935308604e-09,5.52250113521295e-08,771,8,8
2610,2.9723208450072e-08,3.05782063426815e-09,7.07834585062065e-09,5.5670867229136e-08,766,0,0
2611,2.97041665708875e-08,3.11942329009387e-09,7.1230316789881e-09,5.52250113521295e-08,771,8,8
2612,2.9723208450072e-08,3.0506396989799e-09,7.05049109882072e-09,5.5670867229136e-08,766,0,0
2613,2.97041665708875e-08,3.14147282898481e-09,7.14558932748096e-09,5.52250113521295e-08,771,8,8
2614,2.9723208450072e-08,3.05468635965724e-09,7.05033139929594e-09,5.5670867229136e-08,766,0,0
2615,2.97041665708875e-08,3.13337631660234e-09,7.12392532544212e-09,5.52250113521295e-08,771,8,8
2616,2.9723208450072e-08,3.04793658937621e-09,7.03260778965393e-09,5.5670867229136e-08,766,0,0
2617,2.97041665708875e-08,3.14269213641816e-09,7.13849634635264e-09,5.52250113521295e-08,771,8,8
2618,2.9723208450072e-08,3.05953926613708e-09,7.05063170650493e-09,5.5670867229136e-08,766,0,0
2619,2.97041665708875e-08,3.15464332395382e-09,7.15408653886202e-09,5.52250113521295e-08,771,8,8
2620,2.9723208450072e-08,3.08387483865574e-09,7.09985159298073e-09,5.5670867229136e-08,766,0,0
2621,2.97041665708875e-08,3.15947207739307e-09,7.16373473918319e-09,5.52250113521295e-08,771,8,8
2622,2.9723208450072e-08,3.08763497117262e-09,7.09946278810374e-09,5.5670867229136e-08,766,0,0
2623,2.97041665708875e-08,3.16198393503872e-09,7.15864679983805e-09,5.52250113521295e-08,771,8,8
2624,2.9723208450072e-08,3.07673699617545e-09,7.09614603688672e-09,5.5670867229136e-08,766,0,0
2625,2.97041665708875e-08,3.15345690392331e-09,7.17206329638928e-09,5.52250113521295e-08,771,8,8
2626,2.9723208450072e-08,3.07330264495512e-09,7.09734925725577e-09,5.5670867229136e-08,766,0,0
2627,2.97041665708875e-08,3.16532099557739e-09,7.19619678236778e-09,5.52250113521295e-08,771,8,8
2628,2.9723208450072e-08,3.07152169525122e-09,7.08470644097896e-09,5.5670867229136e-08,766,0,0
2629,2.97041665708875e-08,3.14273879141754e-09,7.15636861718783e-09,5.52250113521295e-08,771,8,8
2630,2.9723208450072e-08,3.04792506069762e-09,7.04624293977724e-09,5.5670867229136e-08,766,0,0
2631,2.97041665708875e-08,3.16606445828365e-09,7.18690617181124e-09,5.52250113521295e-08,771,8,8
2632,2.9723208450072e-08,3.05866595506554e-09,7.04035920883577e-09,5.5670867229136e-08,766,0,0
2633,2.97041665708875e-08,3.17136867379833e-09,7.19576322909604e-09,5.52250113521295e-08,771,8,8
2634,2.9723208450072e-08,3.05359044620582e-09,7.04615210725098e-09,5.5670867229136e-08,766,0,0
2635,2.97041665708875e-08,3.14581673376687e-09,7.16062899466569e-09,5.52250113521295e-08,771,8,8
2636,2.9723208450072e-08,3.06210491795827e-09,7.06499299485247e-09,5.5670867229136e-08,766,0,0
2637,2.97041665708875e-08,3.15893069153919e-09,7.17475148079772e-09,5.52250113521295e-08,771,8,8
2638,2.9723208450072e-08,3.06863809733318e-09,7.08239857370593e-09,5.5670867229136e-08,766,0,0
2639,2.97041665708875e-08,3.17560397742316e-09,7.21139913946913e-09,5.52250113521295e-08,771,8,8
2640,2.9723208450072e-08,3.07510561500315e-09,7.08859626118953e-09,5.5670867229136e-08,766,0,0
2641,2.97041665708875e-08,3.14919667308936e-09,7.16374985974725e-09,5.52250113521295e-08,771,8,8
2642,2.9723208450072e-08,3.05079236931376e-09,7.04881428796628e-09,5.5670867229136e-08,766,0,0
2643,2.97041665708875e-08,3.12004638568385e-09,7.12103567100771e-09,5.52250113521295e-08,771,8,8
2644,2.9723208450072e-08,3.05118359818345e-09,7.04333301950688e-09,5.5670867229136e-08,766,0,0
2645,2.97041665708875e-08,3.15095457761039e-09,7.17723858049803e-09,5.52250113521295e-08,771,8,8
2646,2.9723208450072e-08,3.07385556713346e-09,7.091586495955e-09,5.5670867229136e-08,766,0,0
2647,2.97041665708875e-08,3.16659389306357e-09,7.20482191699879e-09,5.52250113521295e-08,771,8,8
2648,2.9723208450072e-08,3.06736878091558e-09,7.07185493118111e-09,5.5670867229136e-08,766,0,0
2649,2.97041665708875e-08,3.16096873537209e-09,7.1778069310591e-09,5.52250113521295e-08,771,8,8
2650,2.9723208450072e-08,3.06001568262062e-09,7.06295574805953e-09,5.5670867229136e-08,766,0,0
2651,2.97041665708875e-08,3.15896304819928e-09,7.18617854189801e-09,5.52250113521295e-08,771,8,8
2652,2.9723208450072e-08,3.09523818116764e-09,7.14162580162306e-09,5.5670867229136e-08,766,0,0
2653,2.97041665708875e-08,3.16713772853673e-09,7.21497670609863e-09,5.52250113521295e-08,771,8,8
2654,2.9723208450072e-08,3.05985104874335e-09,7.06680857443626e-09,5.5670867229136e-08,766,0,0
2655,2.97041665708875e-08,3.1678628360364e-09,7.22379036020278e-09,5.52250113521295e-08,771,8,8
2656,2.9723208450072e-08,3.06833694120172e-09,7.09944292788158e-09,5.5670867229136e-08,766,0,0
2657,2.97041665708875e-08,3.15888838580553e-09,7.20891238934329e-09,5.52250113521295e-08,771,8,8
2658,2.9723208450072e-08,3.05054261674475e-09,7.05660026912589e-09,5.5670867229136e-08,766,0,0
2659,2.97041665708875e-08,3.1650187085711e-09,7.20743719166281e-09,5.52250113521295e-08,771,8,8
2660,2.9723208450072e-08,3.06513187283257e-09,7.07087122636125e-09,5.5670867229136e-08,766,0,0
2661,2.97041665708875e-08,3.15545757907888e-09,7.17564060539553e-09,5.52250113521295e-08,771,8,8
2662,2.9723208450072e-08,3.08376593085131e-09,7.10340098164826e-09,5.5670867229136e-08,766,0,0
2663,2.97041665708875e-08,3.15117708590976e-09,7.18166201381473e-09,5.52250113521295e-08,771,8,8
2664,2.9723208450072e-08,3.0921187558134e-09,7.1423170750581e-09,5.5670867229136e-08,766,0,0
2665,2.97041665708875e-08,3.17314118522485e-09,7.22358354773645e-09,5.58246050272044e-08,771,8,8
2666,2.9723208450072e-08,3.09270570198462e-09,7.13476025525541e-09,5.5670867229136e-08,766,0,0
2667,2.97041665708875e-08,3.18968436673896e-09,7.26521227027184e-09,5.58246050272044e-08,771,8,8
2668,2.9723208450072e-08,3.11357205429263e-09,7.18343868997052e-09,5.5670867229136e-08,766,0,0
2669,2.97041665708875e-08,3.17776975789798e-09,7.22361826380669e-09,5.52250113521295e-08,771,8,8
2670,2.9723208450072e-08,3.12349427827046e-09,7.20731665132842e-09,5.5670867229136e-08,766,0,0
2671,2.97041665708875e-08,3.21138746622393e-09,7.29826434680491e-09,5.52250113521295e-08,771,8,8
2672,2.9723208450072e-08,3.0969687868223e-09,7.14683163490982e-09,5.5670867229136e-08,766,0,0
2673,2.97041665708875e-08,3.18549695292002e-09,7.24790338707897e-09,5.52250113521295e-08,771,8,8
2674,2.9723208450072e-08,3.11109698681756e-09,7.17251304659607e-09,5.5670867229136e-08,766,0,0
2675,2.97041665708875e-08,3.18966762998004e-09,7.24809070954312e-09,5.52250113521295e-08,771,8,8
2676,2.97919915404066e-08,3.11759027072683e-09,7.20847561898006e-09,5.5670867229136e-08,766,0,0
2677,2.97041665708875e-08,3.16456674318323e-09,7.21968504697628e-09,5.52250113521295e-08,771,8,8
2678,2.97919915404066e-08,3.0792742934159e-09,7.12572253931017e-09,5.5670867229136e-08,766,0,0
2679,2.97041665708875e-08,3.13568034107113e-09,7.15724717171066e-09,5.52250113521295e-08,771,8,8
2680,2.97919915404066e-08,3.07690691368163e-09,7.12220616841489e-09,5.5670867229136e-08,766,0,0
2681,2.97041665708875e-08,3.16331214078765e-09,7.19863073818803e-09,5.52250113521295e-08,771,8,8
2682,2.9723208450072e-08,3.05149484452525e-09,7.06098168150645e-09,5.5670867229136e-08,766,0,0
2683,2.97041665708875e-08,3.13286236609405e-09,7.14901123601505e-09,5.52250113521295e-08,771,8,8
2684,2.9723208450072e-08,3.06684798274523e-09,7.09905521566168e-09,5.5670867229136e-08,766,0,0
2685,2.97041665708875e-08,3.12992212491593e-09,7.145907895011e-09,5.52250113521295e-08,771,8,8
2686,2.9723208450072e-08,3.05485433475762e-09,7.0625104034939e-09,5.5670867229136e-08,766,0,0
2687,2.97041665708875e-08,3.12373070897934e-09,7.12727140146187e-09,5.52250113521295e-08,771,8,8
2688,2.9723208450072e-08,3.05743236059101e-09,7.06907597231068e-09,5.5670867229136e-08,766,0,0
2689,2.97041665708875e-08,3.13834184515243e-09,7.17141820231965e-09,5.52250113521295e-08,771,8,8
2690,2.9723208450072e-08,3.07800625970847e-09,7.11127150064835e-09,5.5670867229136e-08,766,0,0
2691,2.97041665708875e-08,3.1647970889388e-09,7.2126607932176e-09,5.52250113521295e-08,771,8,8
2692,2.9723208450072e-08,3.08879084058895e-09,7.13925039505834e-09,5.5670867229136e-08,766,0,0
2693,2.97041665708875e-08,3.14497920200475e-09,7.17961083394279e-09,5.52250113521295e-08,771,8,8
2694,2.9723208450072e-08,3.0737060450479e-09,7.10480365886613e-09,5.5670867229136e-08,766,0,0
2695,2.97041665708875e-08,3.15242693457349e-09,7.17795603692921e-09,5.52250113521295e-08,771,8,8
2696,2.9723208450072e-08,3.07186665473008e-09,7.0857728115243e-09,5.5670867229136e-08,766,0,0
2697,2.97041665708875e-08,3.13444650907387e-09,7.14778572259976e-09,5.52250113521295e-08,771,8,8
2698,2.9723208450072e-08,3.0781297009234e-09,7.09845393664255e-09,5.5670867229136e-08,766,0,0
2699,2.97041665708875e-08,3.15269554234775e-09,7.17787834019967e-09,5.52250113521295e-08,771,8,8
2700,2.9723208450072e-08,3.09144166498709e-09,7.14164657174007e-09,5.5670867229136e-08,766,0,0
2701,2.97041665708875e-08,3.17539385468688e-09,7.21398024019515e-09,5.52250113521295e-08,771,8,8
2702,2.9723208450072e-08,3.09520347711686e-09,7.13611385164288e-09,5.5670867229136e-08,766,0,0
2703,2.97041665708875e-08,3.18552646573607e-09,7.26604616715725e-09,5.60308718679622e-08,771,8,8
2704,2.9723208450072e-08,3.07888027167755e-09,7.11822743451767e-09,5.5670867229136e-08,766,0,0
2705,2.97041665708875e-08,3.14179589832261e-09,7.1617442900294e-09,5.52250113521295e-08,771,8,8
2706,2.9723208450072e-08,3.08128420392378e-09,7.12117219930563e-09,5.5670867229136e-08,766,0,0
2707,2.97041665708875e-08,3.13972511382497e-09,7.15802415202919e-09,5.52250113521295e-08,771,8,8
2708,2.9723208450072e-08,3.0646276673062e-09,7.07186465634195e-09,5.5670867229136e-08,766,0,0
2709,2.97041665708875e-08,3.12298562196467e-09,7.12684552649342e-09,5.52250113521295e-08,771,8,8
2710,2.9723208450072e-08,3.05095834657475e-09,7.05122379928595e-09,5.5670867229136e-08,766,0,0
2711,2.97041665708875e-08,3.12693363664476e-09,7.12932188986152e-09,5.52250113521295e-08,771,8,8
2712,2.9723208450072e-08,3.07874089578217e-09,7.10459698274838e-09,5.5670867229136e-08,766,0,0
2713,2.97041665708875e-08,3.14330317738083e-09,7.16239213980668e-09,5.52250113521295e-08,771,8,8
2714,2.9723208450072e-08,3.07375746381139e-09,7.1024687679225e-09,5.5670867229136e-08,766,0,0
2715,2.97041665708875e-08,3.16844317897066e-09,7.21238598993732e-09,5.52250113521295e-08,771,8,8
2716,2.9723208450072e-08,3.06776750683586e-09,7.09264949479222e-09,5.5670867229136e-08,766,0,0
2717,2.97041665708875e-08,3.16279801832941e-09,7.20306841870695e-09,5.52250113521295e-08,771,8,8
2718,2.9723208450072e-08,3.07129928136817e-09,7.10168467828738e-09,5.5670867229136e-08,766,0,0
2719,2.97041665708875e-08,3.14019045329726e-09,7.16472968341763e-09,5.52250113521295e-08,771,8,8
2720,2.9723208450072e-08,3.04866776002655e-09,7.06070556959633e-09,5.5670867229136e-08,766,0,0
2721,2.97041665708875e-08,3.12444045116167e-09,7.13165451136163e-09,5.52250113521295e-08,771,8,8
2722,2.9723208450072e-08,3.02934673226335e-09,7.01811543909691e-09,5.5670867229136e-08,766,0,0
2723,2.97041665708875e-08,3.15215560059997e-09,7.19084761684313e-09,5.52250113521295e-08,771,8,8
2724,2.9723208450072e-08,3.06464398148753e-09,7.10322620401111e-09,5.5670867229136e-08,766,0,0
2725,2.97041665708875e-08,3.1628769251646e-09,7.21726470098522e-09,5.52250113521295e-08,771,8,8
2726,2.9723208450072e-08,3.0685837600932e-09,7.10888631045402e-09,5.5670867229136e-08,766,0,0
2727,2.97041665708875e-08,3.16084193675666e-09,7.23397477174905e-09,5.52250113521295e-08,771,8,8
2728,2.9723208450072e-08,3.07550943370601e-09,7.12332990153422e-09,5.5670867229136e-08,766,0,0
2729,2.97041665708875e-08,3.15427560033011e-09,7.19969896919223e-09,5.52250113521295e-08,771,8,8
2730,2.9723208450072e-08,3.09840974732035e-09,7.17078707170904e-09,5.67512380188421e-08,766,0,0
2731,2.97041665708875e-08,3.16265227326766e-09,7.21373320434902e-09,5.52250113521295e-08,771,8,8
2732,2.9723208450072e-08,3.04557065539467e-09,7.06283536126832e-09,5.5670867229136e-08,765,0,0
2733,2.97041665708875e-08,3.16417013486151e-09,7.21656027498873e-09,5.52250113521295e-08,771,8,8
2734,2.9723208450072e-08,3.08628762346766e-09,7.15081748486697e-09,5.5670867229136e-08,765,0,0
2735,2.97041665708875e-08,3.18754815305218e-09,7.25974845362601e-09,5.52250113521295e-08,771,8,8
2736,2.9723208450072e-08,3.058897654926e-09,7.07760843327001e-09,5.5670867229136e-08,766,0,0
2737,2.97041665708875e-08,3.13545795194591e-09,7.15315566013022e-09,5.52250113521295e-08,771,8,8
2738,2.9723208450072e-08,3.04643154701502e-09,7.05157853617137e-09,5.5670867229136e-08,766,0,0
2739,2.97041665708875e-08,3.15588262541975e-09,7.19357507269765e-09,5.52250113521295e-08,771,8,8
2740,2.9723208450072e-08,3.07726058435375e-09,7.114389043231e-09,5.5670867229136e-08,766,0,0
2741,2.97041665708875e-08,3.17927887550635e-09,7.23237758025076e-09,5.52250113521295e-08,771,8,8
2742,2.9723208450072e-08,3.0943552787332e-09,7.14131712122536e-09,5.5670867229136e-08,766,0,0
2743,2.97041665708875e-08,3.20153440840041e-09,7.27596373357869e-09,5.52250113521295e-08,771,8,8
2744,2.9723208450072e-08,3.08546874767623e-09,7.13013089172955e-09,5.5670867229136e-08,766,0,0
2745,2.97041665708875e-08,3.18132207949615e-09,7.24725915167204e-09,5.52250113521295e-08,771,8,8
2746,2.9723208450072e-08,3.05290872224934e-09,7.0640235803582e-09,5.5670867229136e-08,766,0,0
2747,2.97041665708875e-08,3.13028583621571e-09,7.14048455137709e-09,5.52250113521295e-08,771,8,8
2748,2.9723208450072e-08,3.05485335969809e-09,7.05428738932344e-09,5.5670867229136e-08,766,0,0
2749,2.97041665708875e-08,3.15505557174506e-09,7.17805850812399e-09,5.52250113521295e-08,771,8,8
2750,2.9723208450072e-08,3.04342629327579e-09,7.03116406733324e-09,5.5670867229136e-08,766,0,0
2751,2.97041665708875e-08,3.14750390664955e-09,7.16751560327294e-09,5.60315114885198e-08,771,8,8
2752,2.9723208450072e-08,3.05768857406419e-09,7.07733776770002e-09,5.81120771379795e-08,766,0,0
2753,2.97041665708875e-08,3.15021777898666e-09,7.17831141117053e-09,5.60315114885198e-08,771,8,8
2754,2.9723208450072e-08,3.07659328713546e-09,7.11376719775751e-09,5.81120771379795e-08,766,0,0
2755,2.97041665708875e-08,3.15695179893888e-09,7.19400990262505e-09,5.52250113521295e-08,771,8,8
2756,2.9723208450072e-08,3.08580167671978e-09,7.12208063084982e-09,5.5670867229136e-08,766,0,0
2757,2.97041665708875e-08,3.18380026548075e-09,7.25509753190539e-09,5.52250113521295e-08,771,8,8
2758,2.9723208450072e-08,3.08542374671912e-09,7.13196161586523e-09,5.5670867229136e-08,766,0,0
2759,2.97041665708875e-08,3.15074186747268e-09,7.18612194762205e-09,5.52250113521295e-08,771,8,8
2760,2.9723208450072e-08,3.05265915882994e-09,7.0557507484256e-09,5.5670867229136e-08,766,0,0
2761,2.97041665708875e-08,3.15681073178975e-09,7.19472437716674e-09,5.52250113521295e-08,771,8,8
2762,2.9723208450072e-08,3.07243367851321e-09,7.11525541874674e-09,5.5670867229136e-08,766,0,0
2763,2.97041665708875e-08,3.16056293958722e-09,7.20542582156706e-09,5.52250113521295e-08,771,8,8
2764,2.9723208450072e-08,3.08955967943557e-09,7.135439576471e-09,5.5670867229136e-08,766,0,0
2765,2.97041665708875e-08,3.18536151519101e-09,7.26613759272805e-09,5.52250113521295e-08,771,8,8
2766,2.9723208450072e-08,3.10830584777323e-09,7.19285621974597e-09,5.5670867229136e-08,766,0,0
2767,2.97041665708875e-08,3.19481697311538e-09,7.2875656640385e-09,5.52250113521295e-08,771,8,8
2768,2.9723208450072e-08,3.10934790007026e-09,7.19743743512384e-09,5.5670867229136e-08,766,0,0
2769,2.97041665708875e-08,3.17494671428742e-09,7.23857577647716e-09,5.52250113521295e-08,771,8,8
2770,2.9723208450072e-08,3.09298320520177e-09,7.14551237678108e-09,5.5670867229136e-08,766,0,0
2771,2.97041665708875e-08,3.17173848992546e-09,7.2242675114222e-09,5.52250113521295e-08,771,8,8
2772,2.9723208450072e-08,3.08455749711544e-09,7.12715162218643e-09,5.5670867229136e-08,766,0,0
2773,2.97041665708875e-08,3.17062698533283e-09,7.2453919783771e-09,5.52250113521295e-08,771,8,8
2774,2.9723208450072e-08,3.08018146575059e-09,7.13702311739517e-09,5.5670867229136e-08,766,0,0
2775,2.97041665708875e-08,3.14780084861667e-09,7.19456470584575e-09,5.52250113521295e-08,771,8,8
2776,2.9723208450072e-08,3.093602701617e-09,7.15656588202217e-09,5.5670867229136e-08,766,0,0
2777,2.97041665708875e-08,3.15913612856582e-09,7.22278198580538e-09,5.52250113521295e-08,771,8,8
2778,2.9723208450072e-08,3.10214155535175e-09,7.19251533510067e-09,5.5670867229136e-08,766,0,0
2779,2.97041665708875e-08,3.20233898325537e-09,7.30509368921028e-09,5.52250113521295e-08,771,8,8
2780,2.9723208450072e-08,3.11365351168633e-09,7.22465948832414e-09,5.5670867229136e-08,766,0,0
2781,2.97041665708875e-08,3.23059328518744e-09,7.37030719414662e-09,5.52250113521295e-08,771,8,8
2782,2.9723208450072e-08,3.12990492941187e-09,7.24004802223993e-09,5.5670867229136e-08,766,0,0
2783,2.97041665708875e-08,3.1964208517705e-09,7.30602098976253e-09,5.52250113521295e-08,771,8,8
2784,2.9723208450072e-08,3.12141475353085e-09,7.23766847762082e-09,5.93442383902414e-08,766,0,0
2785,2.97041665708875e-08,3.17964238025546e-09,7.2710334790411e-09,5.52250113521295e-08,771,8,8
2786,2.9723208450072e-08,3.09238286531981e-09,7.17341886619625e-09,5.5670867229136e-08,766,0,0
2787,2.97041665708875e-08,3.17375128594255e-09,7.24803804877031e-09,5.52250113521295e-08,771,8,8
2788,2.9723208450072e-08,3.08530070661193e-09,7.14781489380228e-09,5.5670867229136e-08,766,0,0
2789,2.97955224937141e-08,3.1954782446497e-09,7.29930012167708e-09,5.52250113521295e-08,771,8,8
2790,2.9723208450072e-08,3.14047346173465e-09,7.2699865477314e-09,5.5670867229136e-08,766,0,0
2791,2.97955224937141e-08,3.22049810994425e-09,7.33837582027943e-09,5.52250113521295e-08,771,8,8
2792,2.9723208450072e-08,3.10695934920336e-09,7.19250386836835e-09,5.5670867229136e-08,766,0,0
2793,2.97955224937141e-08,3.19756864284538e-09,7.30124064402077e-09,5.52250113521295e-08,771,8,8
2794,2.9723208450072e-08,3.11102065341754e-09,7.20531288799773e-09,5.5670867229136e-08,766,0,0
2795,2.97041665708875e-08,3.18404300398714e-09,7.26674462189588e-09,5.52250113521295e-08,771,8,8
2796,2.9723208450072e-08,3.10701701620742e-09,7.19977804276834e-09,5.5670867229136e-08,766,0,0
2797,2.97041665708875e-08,3.20970230016747e-09,7.32828374973487e-09,5.60921709051963e-08,771,8,8
2798,2.9723208450072e-08,3.09651380853108e-09,7.16489351746253e-09,5.5670867229136e-08,766,0,0
2799,2.97041665708875e-08,3.17648506017671e-09,7.25636042607048e-09,5.52250113521295e-08,771,8,8
2800,2.9723208450072e-08,3.08402604695389e-09,7.14374919998052e-09,5.5670867229136e-08,766,0,0
2801,2.97041665708875e-08,3.17163098691652e-09,7.24312287165176e-09,5.52250113521295e-08,771,8,8
2802,2.9723208450072e-08,3.09451328733561e-09,7.17562784238537e-09,5.5670867229136e-08,766,0,0
2803,2.97041665708875e-08,3.19012284629204e-09,7.28650518214117e-09,5.52250113521295e-08,771,8,8
2804,2.9723208450072e-08,3.10231672004633e-09,7.18843426280051e-09,5.5670867229136e-08,766,0,0
2805,2.97041665708875e-08,3.20299486971938e-09,7.29374945262907e-09,5.52250113521295e-08,771,8,8
2806,2.9723208450072e-08,3.08201364114868e-09,7.1506938935933e-09,5.5670867229136e-08,766,0,0
2807,2.97041665708875e-08,3.18806532945233e-09,7.26670783191886e-09,5.52250113521295e-08,771,8,8
2808,2.9723208450072e-08,3.09990026342639e-09,7.18227338261577e-09,5.5670867229136e-08,766,0,0
2809,2.97041665708875e-08,3.19345890518789e-09,7.27476800195928e-09,5.52250113521295e-08,771,8,8
2810,2.9723208450072e-08,3.07459761621364e-09,7.13308583769828e-09,5.5670867229136e-08,766,0,0
2811,2.97041665708875e-08,3.19274562326052e-09,7.27758335762185e-09,5.52250113521295e-08,771,8,8
2812,2.9723208450072e-08,3.12714349633326e-09,7.24991441496988e-09,5.5670867229136e-08,766,0,0
2813,2.97041665708875e-08,3.21379871125795e-09,7.33442614516199e-09,5.52250113521295e-08,771,8,8
2814,2.9723208450072e-08,3.11652498731154e-09,7.2216734351477e-09,5.5670867229136e-08,766,0,0
2815,2.97041665708875e-08,3.20585618742357e-09,7.3211041501604e-09,5.52250113521295e-08,771,8,8
2816,2.9723208450072e-08,3.12430795269158e-09,7.21930166021733e-09,5.5670867229136e-08,766,0,0
2817,2.97041665708875e-08,3.20163090831848e-09,7.31048209438557e-09,5.52250113521295e-08,771,8,8
2818,2.9723208450072e-08,3.11261413397338e-09,7.20771372134998e-09,5.5670867229136e-08,766,0,0
2819,2.97041665708875e-08,3.19996332695022e-09,7.30573845364406e-09,5.52250113521295e-08,771,8,8
2820,2.9723208450072e-08,3.13749352213748e-09,7.25065080576665e-09,5.5670867229136e-08,766,0,0
2821,2.97041665708875e-08,3.21143500958318e-09,7.31165795489314e-09,5.52250113521295e-08,771,8,8
2822,2.9723208450072e-08,3.10708427051162e-09,7.18420463120622e-09,5.5670867229136e-08,766,0,0
2823,2.97041665708875e-08,3.19553907791769e-09,7.29478447221445e-09,5.52250113521295e-08,771,8,8
2824,2.9723208450072e-08,3.11836268707432e-09,7.22656134231258e-09,5.5670867229136e-08,766,0,0
2825,2.97041665708875e-08,3.22345028257943e-09,7.35242186951164e-09,5.52250113521295e-08,771,8,8
2826,2.9723208450072e-08,3.07692684029811e-09,7.13647433648057e-09,5.5670867229136e-08,766,0,0
2827,2.97041665708875e-08,3.1795955380121e-09,7.25364270369932e-09,5.52250113521295e-08,771,8,8
2828,2.9723208450072e-08,3.10205954441487e-09,7.17821890464261e-09,5.5670867229136e-08,766,0,0
