k,max_abs_density_error,mean_abs_density_error,rms_density_error,max_relative_density_error,n_changed,n_single_equal_single_0p1,n_cross_rho_eff_0p1
931,2.97461455467385e-08,3.34389350227619e-09,7.53080843278149e-09,5.51525410400971e-08,770,15,14
932,2.97738697030425e-08,3.36696679216293e-09,7.57161294504544e-09,5.77281063748445e-08,771,0,0
933,2.97461455467385e-08,3.34236929131395e-09,7.52757197983651e-09,5.51525410400971e-08,771,15,14
934,2.97738697030425e-08,3.31236007948372e-09,7.48156515224641e-09,5.77281063748445e-08,771,0,0
935,2.97461455467385e-08,3.32852726537006e-09,7.52284239028164e-09,5.66554004802281e-08,771,15,14
936,2.97738697030425e-08,3.3128886417237e-09,7.4778198088186e-09,5.77281063748445e-08,771,0,0
937,2.97461455467385e-08,3.33332294539521e-09,7.52116793718807e-09,5.51525410400971e-08,769,16,15
938,2.97738697030425e-08,3.33124477224499e-09,7.46915343620941e-09,5.77281063748445e-08,774,0,0
939,2.97461455467385e-08,3.27287736637896e-09,7.38369162622582e-09,5.51525410400971e-08,775,15,15
940,2.97738697030425e-08,3.28680030618529e-09,7.44389766462315e-09,5.77281063748445e-08,771,0,0
941,2.97461455467385e-08,3.30095538337359e-09,7.51639444819837e-09,5.43454113410182e-08,768,17,16
942,2.97738697030425e-08,3.25847911941877e-09,7.38744035413382e-09,5.77281063748445e-08,770,0,0
943,2.97461455467385e-08,3.29035117749628e-09,7.42539301897517e-09,5.43454113410182e-08,772,17,16
944,2.97738697030425e-08,3.21761808681545e-09,7.30680460235473e-09,5.77281063748445e-08,768,0,0
945,2.97461455467385e-08,3.23370484073861e-09,7.35264304225488e-09,5.43454115451033e-08,771,17,16
946,2.97738697030425e-08,3.19048706437992e-09,7.31087327413097e-09,5.77281063748445e-08,769,0,0
947,2.97461455467385e-08,3.24979032927435e-09,7.42655475876065e-09,5.43454115451033e-08,768,18,17
948,2.97738697030425e-08,3.20387630974051e-09,7.32939958578458e-09,5.77281063748445e-08,770,0,0
949,2.97461455467385e-08,3.2345311367028e-09,7.44090229807679e-09,5.53851425414588e-08,767,18,17
950,2.97738697030425e-08,3.23912407724658e-09,7.36445480772746e-09,5.81872414135539e-08,774,0,0
951,2.97461455467385e-08,3.23917782679667e-09,7.3616126913433e-09,5.53851425414588e-08,778,18,18
952,2.97738697030425e-08,3.07046559412747e-09,7.14071905561635e-09,5.81872414135539e-08,767,0,0
953,2.97461455467385e-08,3.1616143950673e-09,7.24891963316363e-09,5.54936775396569e-08,773,19,19
954,2.9432875026103e-08,3.16723381859664e-09,7.23492191977235e-09,5.82453072470302e-08,770,0,0
955,2.97461455467385e-08,3.16171768510979e-09,7.23393884418748e-09,5.54936775396569e-08,771,18,18
956,2.9432875026103e-08,3.15837896445355e-09,7.11459587309902e-09,5.82453072470302e-08,769,0,0
957,2.97461455467385e-08,3.15996389569918e-09,7.22149801168539e-09,5.54936775396569e-08,769,19,19
958,2.9247780641839e-08,3.12070129844848e-09,7.02549198545832e-09,5.82453072470302e-08,767,0,0
959,2.97461455467385e-08,3.09442664651438e-09,7.04346274014564e-09,5.54936775396569e-08,770,18,18
960,2.93328146216965e-08,3.08980577246837e-09,7.0053175933099e-09,5.82453072470302e-08,765,0,0
961,2.97461455467385e-08,3.06848444042165e-09,7.01462750491971e-09,5.54936775396569e-08,767,19,19
962,2.93328146216965e-08,3.02577918084526e-09,6.86798123685933e-09,5.82453072470302e-08,764,0,0
963,2.96670247257325e-08,3.03790821857502e-09,6.88688154104513e-09,5.54936775396569e-08,770,16,16
964,2.96473714467282e-08,3.02521779711045e-09,6.84249332267483e-09,5.82453072470302e-08,769,0,0
965,2.96670247257325e-08,3.08886113168433e-09,7.01810637595164e-09,5.54936775396569e-08,766,17,17
966,2.96473714467282e-08,3.09623185597334e-09,6.95272383671906e-09,5.82453072470302e-08,771,0,0
967,2.96670247257325e-08,3.08129848665244e-09,6.9777726876658e-09,5.54936775396569e-08,769,16,16
968,2.96473714467282e-08,3.114095652586e-09,7.0128776120591e-09,5.82453072470302e-08,769,0,0
969,2.96670247257325e-08,3.07861013918413e-09,6.95716894987448e-09,5.54936775396569e-08,773,17,17
970,2.94468383010837e-08,3.09681582405803e-09,6.96081256485311e-09,5.82453072470302e-08,770,0,0
971,2.97461455467385e-08,3.13037004955308e-09,7.12368790204705e-09,5.54936775396569e-08,765,17,17
972,2.96473714467282e-08,3.18312242152809e-09,7.11937617300935e-09,5.82453072470302e-08,772,0,0
973,2.97461455467385e-08,3.11715200558734e-09,7.09926187995461e-09,5.54936775396569e-08,769,14,14
974,2.96473714467282e-08,3.14392774495898e-09,7.08830614065684e-09,5.82453072470302e-08,770,0,0
975,2.97461455467385e-08,3.1307731683496e-09,7.11280881553733e-09,5.54936775396569e-08,773,15,15
976,2.96473714467282e-08,3.12552951825961e-09,7.06086301949402e-09,5.82453072470302e-08,769,0,0
977,2.97461455467385e-08,3.10153916134638e-09,7.0897316585813e-09,5.54936775396569e-08,768,15,15
978,2.93328146216965e-08,3.09666330490751e-09,6.98166424638754e-09,5.82453072470302e-08,770,0,0
979,2.97461455467385e-08,3.12144308400165e-09,7.09995135908516e-09,5.54936775396569e-08,773,14,14
980,2.94468383010837e-08,3.12829431132894e-09,7.0622486008332e-09,5.82453072470302e-08,771,0,0
981,2.97461455467385e-08,3.08497935562823e-09,7.06449499866632e-09,5.54936775396569e-08,771,15,15
982,2.93328146216965e-08,3.03899158180278e-09,6.88019721555318e-09,5.82453072470302e-08,766,0,0
983,2.96670247257325e-08,3.0443674214748e-09,6.92740616653304e-09,5.43454113410182e-08,765,17,17
984,2.89397967812022e-08,3.04941043870369e-09,6.85234477159322e-09,5.82453072470302e-08,771,0,0
985,2.96670247257325e-08,3.0567769086436e-09,6.91114873258302e-09,5.43454113410182e-08,770,16,16
986,2.88060644226817e-08,3.03527763745643e-09,6.78668464279326e-09,5.82453072470302e-08,770,0,0
987,2.96670247257325e-08,3.04360349653585e-09,6.85257985060059e-09,5.43454113410182e-08,769,17,17
988,2.88060644226817e-08,2.99814340186358e-09,6.71093108174896e-09,5.82453072470302e-08,770,0,0
989,2.96670247257325e-08,3.02425465902645e-09,6.80028973910147e-09,5.43454113410182e-08,767,17,17
990,2.88060644226817e-08,3.00609414579207e-09,6.72189098475159e-09,5.82453072470302e-08,770,0,0
991,2.96670247257325e-08,3.05529713214924e-09,6.87165155071622e-09,5.43454113410182e-08,767,17,17
992,2.88060644226817e-08,3.03198379002737e-09,6.76499156081018e-09,5.82453072470302e-08,770,0,0
993,2.96670247257325e-08,3.0736069902364e-09,6.90387120483099e-09,5.43454113410182e-08,768,17,17
994,2.91820603237625e-08,3.04238158694106e-09,6.79201011317899e-09,5.82453072470302e-08,770,0,0
995,2.96670247257325e-08,3.04785150814517e-09,6.85212825044948e-09,5.43454113410182e-08,767,17,17
996,2.88060644226817e-08,3.04452010630121e-09,6.78413268106951e-09,5.82453072470302e-08,770,0,0
997,2.96670247257325e-08,3.05961979538257e-09,6.8851802927941e-09,5.43454113410182e-08,768,17,17
998,2.88060644226817e-08,3.04635075136374e-09,6.78643923045373e-09,5.82453072470302e-08,770,0,0
999,2.96670247257325e-08,3.06743572591459e-09,6.88905175585314e-09,5.43454113410182e-08,768,17,17
1000,2.88060644226817e-08,3.0377007227981e-09,6.78891826916226e-09,5.82453072470302e-08,770,0,0
1001,2.96670247257325e-08,3.0154514786403e-09,6.81873371272232e-09,5.43454113410182e-08,768,17,17
1002,2.88060644226817e-08,3.01497371683127e-09,6.73764549473526e-09,5.82453072470302e-08,770,0,0
1003,2.96670247257325e-08,2.99967854824854e-09,6.85272269215236e-09,5.51504510687671e-08,765,16,16
1004,2.96639659502773e-08,3.03500342259473e-09,6.88805128689315e-09,5.82453072470302e-08,773,0,0
1005,2.96670247257325e-08,2.98176603115343e-09,6.8135920190881e-09,5.51504510687671e-08,770,12,12
1006,2.96639659502773e-08,2.99367876655893e-09,6.84334652677706e-09,5.71410296678562e-08,767,0,0
1007,2.97315789765662e-08,3.03541089043976e-09,6.88221950478355e-09,5.43454113410182e-08,769,14,14
1008,2.96639659502773e-08,3.09225038634465e-09,7.00069199879919e-09,5.71410296678562e-08,770,0,0
1009,2.97315789765662e-08,3.07971746772438e-09,6.95519863345903e-09,5.43454113410182e-08,770,13,13
1010,2.96639659502773e-08,3.07807019178569e-09,6.9683216312575e-09,5.71410296678562e-08,771,0,0
1011,2.97315789765662e-08,3.10475314709732e-09,7.01727489830428e-09,5.43454113410182e-08,769,12,12
1012,2.96639659502773e-08,3.05887728761635e-09,6.95417673491315e-09,5.71410296678562e-08,771,0,0
1013,2.97315789765662e-08,3.14918935015448e-09,7.0814748458084e-09,5.43454113410182e-08,769,13,13
1014,2.96639659502773e-08,3.12720229838669e-09,7.06198742037229e-09,5.71410296678562e-08,771,0,0
1015,2.97315789765662e-08,3.18960516237121e-09,7.15022233168806e-09,5.43454113410182e-08,769,13,13
1016,2.96639659502773e-08,3.13268467000424e-09,7.07027721038658e-09,5.71410296678562e-08,771,0,0
1017,2.97315789765662e-08,3.20010186702023e-09,7.15958596671756e-09,5.43454113410182e-08,769,13,13
1018,2.96639659502773e-08,3.12906291018966e-09,7.03239947695463e-09,5.71410296678562e-08,771,0,0
1019,2.97315789765662e-08,3.19713982498378e-09,7.15645341360746e-09,5.43454113410182e-08,770,13,13
1020,2.97815427874326e-08,3.1383124864352e-09,7.07229213256266e-09,5.71410296678562e-08,771,0,0
1021,2.97315789765662e-08,3.20341944254436e-09,7.17469648872422e-09,5.43454113410182e-08,770,13,13
1022,2.97815427874326e-08,3.14725770768342e-09,7.09043238460298e-09,5.71410296678562e-08,771,0,0
1023,2.97315789765662e-08,3.17359616629886e-09,7.13551131419408e-09,5.43454113410182e-08,766,12,12
1024,2.97815427874326e-08,3.14629545522997e-09,7.13578741952812e-09,5.71410296678562e-08,771,0,0
1025,2.97315789765662e-08,3.15261392077874e-09,7.12224340466284e-09,5.43454113410182e-08,769,14,14
1026,2.96639659502773e-08,3.09459107010914e-09,7.01734968199132e-09,5.71410296678562e-08,771,0,0
1027,2.97315789765662e-08,3.12078770193371e-09,7.0592213569617e-09,5.43454113410182e-08,769,14,14
1028,2.96639659502773e-08,3.0934638498513e-09,7.06535101922064e-09,5.71410296678562e-08,771,0,0
1029,2.97315789765662e-08,3.15624189399371e-09,7.1735040098312e-09,5.54487339284112e-08,767,14,14
1030,2.96639659502773e-08,3.15746079879823e-09,7.12945886740292e-09,5.71410296678562e-08,772,0,0
1031,2.97315789765662e-08,3.11828282730937e-09,7.08339218444036e-09,5.43454113410182e-08,771,14,14
1032,2.96639659502773e-08,3.09913089287799e-09,7.03183519294126e-09,5.71410296678562e-08,770,0,0
1033,2.97315789765662e-08,3.12990712651106e-09,7.09856120059134e-09,5.43454113410182e-08,769,15,15
1034,2.96639659502773e-08,3.05871245263256e-09,6.9096448227707e-09,5.71410296678562e-08,765,0,0
1035,2.943337973349e-08,3.06326223845234e-09,6.93070243493988e-09,5.43454113410182e-08,768,15,15
1036,2.96639659502773e-08,3.05723274706328e-09,6.91552245476008e-09,5.71410296678562e-08,771,0,0
1037,2.96670247257325e-08,3.05467118742314e-09,6.95831512093539e-09,5.70559412308777e-08,767,15,15
1038,2.96639659502773e-08,3.09733136729433e-09,7.01997545416737e-09,5.71410296678562e-08,775,0,0
1039,2.96670247257325e-08,3.05429228848229e-09,6.94216539028043e-09,5.70559412308777e-08,769,15,15
1040,2.96639659502773e-08,3.06652485519726e-09,6.95375875527227e-09,5.71410296678562e-08,772,0,0
1041,2.96670247257325e-08,3.00114675362684e-09,6.83918543717765e-09,5.70559412308777e-08,769,15,15
1042,2.96639659502773e-08,3.00950039099592e-09,6.81332212793019e-09,5.71410296678562e-08,773,0,0
1043,2.95829790664115e-08,3.01803582255644e-09,6.89967377268063e-09,5.51504510687671e-08,765,16,16
1044,2.96639659502773e-08,3.07020662057484e-09,6.93325844380171e-09,5.71410296678562e-08,771,0,0
1045,2.95829790664115e-08,3.10626296567627e-09,6.96261929360655e-09,5.51504510687671e-08,775,15,15
1046,2.96639659502773e-08,3.11017453480508e-09,6.96716242554501e-09,5.71410296678562e-08,771,0,0
1047,2.96670247257325e-08,3.1606869987477e-09,7.06812905284006e-09,5.49622849351058e-08,766,16,16
1048,2.94147398660627e-08,3.14984870050364e-09,7.11741307144417e-09,5.71410296678562e-08,769,0,0
1049,2.97315789765662e-08,3.2273602405729e-09,7.17584280145838e-09,5.803733349201e-08,772,14,14
1050,2.910286445168e-08,3.1608751591232e-09,7.08257399455862e-09,5.71410296678562e-08,774,0,0
1051,2.95829790664115e-08,3.20358152810344e-09,7.12948475147668e-09,5.5262032042099e-08,774,14,14
1052,2.96153113144015e-08,3.14386475152715e-09,7.00128518034273e-09,5.71410296678562e-08,774,0,0
1053,2.96670247257325e-08,3.15836030637093e-09,7.09495502158538e-09,5.803733349201e-08,771,15,15
1054,2.97809747973332e-08,3.18126486211563e-09,7.16867700356928e-09,5.71410296678562e-08,770,0,0
1055,2.93359266878568e-08,3.23817679276091e-09,7.21565229024565e-09,5.5262032042099e-08,767,14,14
1056,2.9779670174257e-08,3.27993710253682e-09,7.38519400843654e-09,5.72458320643411e-08,768,0,0
1057,2.97315789765662e-08,3.30184489520084e-09,7.33013254147892e-09,5.49622849351058e-08,771,15,15
1058,2.9779670174257e-08,3.2977402795177e-09,7.35147558976063e-09,5.72458320643411e-08,773,0,0
1059,2.96670247257325e-08,3.33164977244512e-09,7.40990256595408e-09,5.43454115451033e-08,769,17,17
1060,2.97809747973332e-08,3.31866386389341e-09,7.35475252485163e-09,5.72458320643411e-08,771,0,0
1061,2.97315789765662e-08,3.31126454039451e-09,7.35288019970404e-09,5.43454115451033e-08,772,15,15
1062,2.97809747973332e-08,3.30255215795209e-09,7.28784052213768e-09,5.81872414135539e-08,779,0,0
1063,2.96670247257325e-08,3.25140937634007e-09,7.25020146782623e-09,5.43454115451033e-08,768,16,16
1064,2.96473714467282e-08,3.30752680742862e-09,7.31959871212417e-09,5.82453072470302e-08,772,0,0
1065,2.97315789765662e-08,3.31357092997391e-09,7.33926670596607e-09,5.43454113410182e-08,768,14,14
1066,2.95709207120964e-08,3.33048493390157e-09,7.35430561739138e-09,5.82453072470302e-08,773,0,0
1067,2.97315789765662e-08,3.31482559495168e-09,7.3194289490124e-09,5.49622849351058e-08,777,13,13
1068,2.96473714467282e-08,3.24144161615729e-09,7.19989297565876e-09,5.82453072470302e-08,769,0,0
1069,2.96951033762483e-08,3.24177056684859e-09,7.18911291882742e-09,5.43454113410182e-08,773,13,13
1070,2.97313856867376e-08,3.13622304419263e-09,7.02283275862454e-09,5.82453072470302e-08,766,0,0
1071,2.96951033762483e-08,3.15911032601195e-09,7.06025101221362e-09,5.803733349201e-08,772,11,11
1072,2.96347446582246e-08,3.11613013778785e-09,6.9888648624534e-09,5.81872414135539e-08,771,0,0
1073,2.96670247257325e-08,3.16661879796411e-09,7.06059009954631e-09,5.803733349201e-08,772,14,14
1074,2.97313856867376e-08,3.18271769162332e-09,7.14713002378352e-09,5.71410296678562e-08,767,0,0
1075,2.97315789765662e-08,3.25981884029413e-09,7.23243697875975e-09,5.43454115451033e-08,768,14,14
1076,2.9553104852198e-08,3.21684310479632e-09,7.14256935763323e-09,5.81872414135539e-08,773,0,0
1077,2.97315789765662e-08,3.22683232035452e-09,7.18153657667835e-09,5.43454115451033e-08,771,15,15
1078,2.97313856867376e-08,3.19706133949477e-09,7.10974449947291e-09,5.81872414135539e-08,770,0,0
1079,2.97359339374026e-08,3.2420876585482e-09,7.17272992494061e-09,5.43454115451033e-08,770,16,16
1080,2.97313856867376e-08,3.19140971058806e-09,7.09745303287158e-09,5.81872414135539e-08,770,0,0
1081,2.97359339374026e-08,3.1781732772658e-09,7.06562860962478e-09,5.43454115451033e-08,769,15,15
1082,2.97313856867376e-08,3.16725590287106e-09,7.04669062129751e-09,5.81872414135539e-08,769,0,0
1083,2.97359339374026e-08,3.15833621469468e-09,7.06593603052998e-09,5.43454113410182e-08,765,15,15
1084,2.91903594629161e-08,3.22257032626751e-09,7.20042297507091e-09,5.71410296678562e-08,773,0,0
1085,2.97359339374026e-08,3.16730206227523e-09,7.07704487547547e-09,5.43454113410182e-08,772,14,14
1086,2.97313856867376e-08,3.18715240889079e-09,7.10554643744367e-09,5.71410296678562e-08,769,0,0
1087,2.97359339374026e-08,3.18643037894755e-09,7.09433177587293e-09,5.43454113410182e-08,772,14,14
1088,2.97313856867376e-08,3.14936372055765e-09,7.06568099538218e-09,5.71410296678562e-08,770,0,0
1089,2.97359339374026e-08,3.15616784695396e-09,7.08712844022696e-09,5.39815638730171e-08,769,14,14
1090,2.91903594629161e-08,3.13771683310974e-09,7.03177122064431e-09,5.71410296678562e-08,773,0,0
1091,2.97359339374026e-08,3.08242699628228e-09,6.95677468107024e-09,5.39815638730171e-08,773,13,13
1092,2.97313856867376e-08,3.0303737054952e-09,6.91536145471254e-09,5.71410296678562e-08,764,0,0
1093,2.97359339374026e-08,3.03530153833757e-09,6.90433402831985e-09,5.43454115451033e-08,769,14,14
1094,2.97313856867376e-08,3.08566710644135e-09,7.00054437120695e-09,5.71410296678562e-08,766,0,0
1095,2.97315789765662e-08,3.13215226016678e-09,7.08117736019826e-09,5.54488807304554e-08,766,14,14
1096,2.97315572161949e-08,3.1835315339561e-09,7.14318616200928e-09,5.71410296678562e-08,768,0,0
1097,2.97315789765662e-08,3.18251477845277e-09,7.14494434677604e-09,5.54488807304554e-08,769,13,13
1098,2.97315572161949e-08,3.19953103519719e-09,7.20155113254642e-09,5.71410296678562e-08,766,0,0
1099,2.97315789765662e-08,3.15027868395599e-09,7.09708206231652e-09,5.54488807304554e-08,768,14,14
1100,2.97315572161949e-08,3.18580833190681e-09,7.18281441034061e-09,5.71410296678562e-08,768,0,0
1101,2.97315789765662e-08,3.17528261947346e-09,7.1745531391408e-09,5.54488807304554e-08,769,13,13
1102,2.97315572161949e-08,3.20503440639759e-09,7.24376322320834e-09,5.71410296678562e-08,766,0,0
1103,2.97315789765662e-08,3.15928348741526e-09,7.12020643311933e-09,5.54488807304554e-08,768,14,14
1104,2.97315572161949e-08,3.1872313816323e-09,7.18576861306598e-09,5.71410296678562e-08,768,0,0
1105,2.97315789765662e-08,3.13528898021263e-09,7.06856972713439e-09,5.54488807304554e-08,766,14,14
1106,2.97313856867376e-08,3.22358512101795e-09,7.23509193982542e-09,5.71410296678562e-08,769,0,0
1107,2.97315789765662e-08,3.14360723381371e-09,7.06329919518303e-09,5.54488807304554e-08,769,13,13
1108,2.94986693960553e-08,3.16645169265137e-09,7.14624589437229e-09,5.71410296678562e-08,766,0,0
1109,2.97315789765662e-08,3.13231965704106e-09,7.05932873315671e-09,5.54488807304554e-08,766,14,14
1110,2.94986693960553e-08,3.19851405313137e-09,7.20985349838012e-09,5.71410296678562e-08,766,0,0
1111,2.97845383911977e-08,3.13183106357497e-09,7.1015203061477e-09,5.54488807304554e-08,767,14,14
1112,2.97313856867376e-08,3.1211836425804e-09,7.01953954798241e-09,5.71410296678562e-08,773,0,0
1113,2.97315789765662e-08,3.07720599560559e-09,6.96503199940376e-09,5.54488807304554e-08,772,14,14
1114,2.94986693960553e-08,3.04388831658774e-09,6.91699907205154e-09,5.71410296678562e-08,764,0,0
1115,2.96052624637611e-08,3.03015200107696e-09,6.85483902721539e-09,5.45193146968232e-08,772,10,10
1116,2.96962393564471e-08,3.03412907743977e-09,6.88372876008832e-09,5.82453072470302e-08,763,0,0
1117,2.96670247257325e-08,3.02142225425095e-09,6.85003295137131e-09,5.61221662239601e-08,761,10,10
1118,2.94988449223155e-08,3.0481631287626e-09,6.91505760289418e-09,5.72458320643411e-08,761,0,0
1119,2.94870465822328e-08,3.0591492820064e-09,6.9658063036837e-09,5.803733349201e-08,762,9,9
1120,2.96962393564471e-08,3.11444457483735e-09,7.13333088672694e-09,5.70949261395816e-08,765,0,0
1121,2.94870465822328e-08,3.06807013172019e-09,6.99312542282963e-09,5.803733349201e-08,773,8,8
1122,2.96962393564471e-08,3.06367083985596e-09,7.03152013412359e-09,5.70949261395816e-08,763,0,0
1123,2.92589265038501e-08,3.10140607704533e-09,7.07410934340947e-09,5.61221662239601e-08,767,12,12
1124,2.96962393564471e-08,3.16123654643864e-09,7.21161913173448e-09,5.70949261395816e-08,772,0,0
1125,2.93758679603684e-08,3.14008104241023e-09,7.06594039545512e-09,5.61221662239601e-08,770,10,10
1126,2.96962393564471e-08,3.1233103049806e-09,7.10630200615425e-09,5.70949261395816e-08,776,0,0
1127,2.94870465822328e-08,3.09072767325514e-09,6.95415670267776e-09,5.54488807304554e-08,771,9,9
1128,2.96962393564471e-08,3.09060660199473e-09,7.04623043154617e-09,5.70949261395816e-08,772,0,0
